,Type,Name,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PhotoAmt,AdoptionSpeed,BreedMixed,ColorMixed,Video
3666,1,Charlie Brown & Snoopy,3,1,2,2,2,1,1,1,1,0,41330,4.0,3.0,False,False,False
3667,1,Henry,2,1,2,2,1,1,1,3,1,200,41327,4.0,1.0,True,False,False
3668,2,Gretle,2,2,6,1,2,2,2,2,1,0,41326,1.0,3.0,False,True,False
3669,1,Max,2,1,1,2,1,2,1,2,1,0,41326,2.0,1.0,True,False,False
3670,2,Tee-Kus,3,2,6,2,1,2,2,2,1,0,41326,1.0,0.0,False,True,False
3671,2,Golden Tabby Girl,1,2,2,2,1,2,1,2,1,50,41326,7.0,1.0,False,False,False
3672,2,Hualulu,5,2,1,1,1,1,1,1,1,0,41326,3.0,4.0,False,False,False
3673,2,California,24,2,3,1,1,1,1,1,1,50,41401,13.0,3.0,False,False,False
3674,1,Ah Kao,18,1,5,3,2,2,1,2,1,0,41401,3.0,2.0,False,False,False
3675,2,Lost Kitten - Unknown,3,2,1,2,3,3,3,3,1,0,41401,3.0,1.0,False,False,False
3676,1,Dada,1,2,1,2,1,2,2,2,1,0,41325,4.0,1.0,False,False,False
3677,1,Boxer,15,1,1,3,1,1,1,2,1,0,41326,1.0,2.0,False,False,False
3678,1,Angelina,8,2,2,2,1,1,1,1,1,0,41401,8.0,3.0,False,False,False
3679,1,Ginger,60,2,2,1,2,1,1,2,1,0,41326,5.0,2.0,False,False,False
3680,1,Sport,96,1,2,1,1,1,3,2,1,100,41326,2.0,2.0,False,True,False
3681,2,Katy Purry,12,2,4,2,1,1,1,1,1,0,41327,5.0,3.0,False,False,False
3682,2,Swagger,3,1,1,2,1,2,1,2,1,0,41401,14.0,2.0,False,False,True
3683,2,Cheezie,5,2,3,2,2,2,1,2,1,150,41327,5.0,4.0,False,False,False
3684,1,Milo Brown,2,1,2,2,1,2,1,2,1,0,41401,2.0,2.0,True,False,False
3685,2,Jayden,2,1,2,1,1,3,3,1,1,0,41401,3.0,2.0,False,False,False
3686,2,Pets + Strays : BrownEye Blacky W,5,2,1,2,1,2,1,2,1,0,41401,2.0,3.0,False,False,False
3687,1,Jaeger,3,1,1,2,1,3,3,2,1,0,41326,3.0,2.0,False,False,False
3688,1,Melody,12,2,5,1,1,1,2,2,1,0,41401,2.0,4.0,True,True,False
3689,2,Babe,17,2,1,2,3,1,1,2,1,0,41401,5.0,1.0,False,True,False
3690,2,Yellow,9,2,4,2,1,3,3,3,2,0,41326,3.0,4.0,False,True,False
3691,1,CNY3,1,1,1,2,2,2,1,2,1,0,41326,3.0,2.0,True,True,False
3692,2,Cloudy,4,2,2,1,1,2,1,2,1,0,41401,4.0,3.0,False,False,False
3693,1,Jumpy,3,2,1,2,2,1,1,2,1,0,41326,5.0,2.0,True,False,True
3694,1,Puppy,3,2,2,1,1,3,1,3,1,0,41326,1.0,2.0,True,True,False
3695,1,Clowy,5,2,1,2,1,3,3,2,1,0,41326,5.0,1.0,False,False,False
3696,1,Samy,3,1,4,2,1,1,1,2,1,100,41327,1.0,4.0,True,False,False
3697,1,Cutie Pie,2,2,1,2,2,2,2,2,1,0,41327,2.0,2.0,True,False,False
3698,1,Bella,4,2,2,3,2,3,3,2,1,0,41326,2.0,4.0,True,True,False
3699,1,Border Collie Mixed,2,2,1,2,3,1,1,1,1,0,41330,1.0,4.0,False,False,False
3700,1,Rusty,2,1,2,2,2,1,1,2,1,0,41326,1.0,2.0,True,True,False
3701,1,Coda,7,2,6,3,2,1,1,2,1,1000,41335,5.0,2.0,False,False,False
3702,1,ML,12,2,1,1,1,3,3,3,1,0,41401,2.0,3.0,False,False,False
3703,1,...,1,2,2,2,1,2,2,2,1,150,41401,1.0,2.0,True,False,False
3704,2,Snowy,14,2,2,2,1,1,1,1,1,0,41326,3.0,4.0,False,False,False
3705,1,â¥ Borhan Jr. â¥,4,1,3,2,1,1,1,2,1,0,41326,7.0,2.0,False,False,False
3706,1,Rufio,18,1,5,2,2,1,1,1,1,200,41326,2.0,2.0,False,True,False
3707,1,Snow,2,2,3,2,1,1,1,2,1,0,41326,1.0,4.0,True,True,False
3708,2,Simba,15,1,4,2,1,1,1,2,1,0,41401,3.0,4.0,False,False,False
3709,1,Angel,4,2,2,2,1,1,1,2,1,0,41326,2.0,2.0,True,False,False
3710,1,VANILLA,27,2,2,2,1,1,1,2,1,0,41401,7.0,2.0,True,False,False
3711,2,Anya The Manja,19,2,1,2,2,1,1,1,1,150,41326,2.0,4.0,False,False,False
3712,1,AS-Puppy-10,1,2,2,2,2,2,2,2,1,0,41327,1.0,2.0,True,True,False
3713,1,Nikki (temporary Name),12,2,2,2,2,3,3,3,2,0,41332,3.0,4.0,True,False,False
3714,1,Cody,1,1,1,2,1,2,2,2,1,20,41326,5.0,2.0,True,False,False
3715,1,Cotton,8,2,4,2,2,1,1,2,1,0,41326,3.0,4.0,True,False,False
3716,2,Heng Heng,24,1,6,2,1,1,1,1,1,0,41326,5.0,2.0,False,False,False
3717,1,Puppy 3,1,2,2,2,1,2,1,2,1,0,41401,1.0,3.0,True,True,False
3718,1,Sweety,3,2,1,2,1,1,1,2,1,0,41326,1.0,4.0,True,False,False
3719,1,Fuji,1,2,1,2,1,1,1,2,1,0,41326,10.0,3.0,True,False,False
3720,1,No Name No Name,36,1,2,1,2,3,3,3,2,0,41326,4.0,2.0,False,False,False
3721,2,Brownieâ¥,12,2,1,1,1,3,3,3,1,0,41327,1.0,4.0,False,False,False
3722,2,Grey,3,2,5,2,2,1,2,2,1,0,41326,3.0,2.0,False,False,False
3723,1,Snowy,24,2,7,1,1,1,1,1,1,0,41326,3.0,2.0,True,True,False
3724,1,Missy,36,2,1,1,1,1,1,2,1,0,41326,1.0,0.0,False,False,False
3725,2,Tumi,7,2,1,2,1,1,1,2,1,0,41401,4.0,3.0,False,False,False
3726,1,No Name No Name,2,2,7,2,2,3,3,2,1,0,41326,1.0,4.0,True,True,False
3727,1,Happy,5,2,2,2,1,1,1,1,1,0,41326,2.0,3.0,True,True,False
3728,2,To Be Named By Owner,2,1,5,1,2,3,3,3,1,0,41401,4.0,1.0,False,False,False
3729,2,Baby,5,2,2,2,2,2,1,2,1,0,41326,3.0,1.0,False,False,False
3730,2,Gigi,60,2,1,2,1,1,1,1,1,0,41326,10.0,3.0,False,False,True
3731,2,Kitten For Adoption! 3,3,2,6,1,2,1,1,2,1,0,41326,2.0,1.0,False,False,False
3732,1,Fairy,24,2,2,1,1,1,1,1,1,0,41326,5.0,4.0,True,True,False
3733,2,Kittens,2,1,3,1,2,2,1,2,1,0,41327,2.0,1.0,False,False,False
3734,1,Panda,3,2,1,2,2,2,1,2,1,0,41326,5.0,2.0,True,False,False
3735,2,Lulu,3,2,1,2,1,2,1,2,1,0,41326,5.0,4.0,False,False,False
3736,1,Lil Kim,4,2,1,2,1,1,1,2,1,0,41401,3.0,3.0,True,True,False
3737,1,3 Siblings (Female-Retriever Pups),3,2,1,3,2,1,1,2,1,0,41326,19.0,1.0,False,False,False
3738,2,Bros,2,1,1,2,1,2,2,2,1,50,41326,3.0,1.0,False,False,False
3739,1,Summer Girl,2,2,2,2,2,1,1,2,1,100,41326,1.0,2.0,True,False,False
3740,1,Xiao Xiao,3,2,5,1,1,1,1,2,1,0,41326,6.0,3.0,True,True,False
3741,1,Wesley,24,1,3,2,2,2,2,2,1,20,41327,2.0,4.0,False,True,False
3742,1,No Name No Name,2,2,2,2,2,3,3,3,1,0,41324,1.0,4.0,True,True,False
3743,1,Annabella,2,2,1,2,2,1,1,2,1,0,41326,2.0,1.0,False,False,False
3744,1,Doo Doo,7,2,1,2,1,1,1,1,1,0,41326,5.0,2.0,True,False,False
3745,1,Canon,1,1,2,2,1,2,2,2,1,20,41327,1.0,2.0,True,True,False
3746,2,Awang,12,1,3,2,2,2,1,2,1,50,41326,3.0,2.0,False,False,False
3747,1,Twila (puppy From Klang),3,2,3,2,2,1,2,2,1,0,41326,1.0,4.0,True,True,False
3748,1,Karishma,0,2,7,3,1,1,1,1,1,0,41326,1.0,2.0,True,True,False
3749,1,Elle / Good Morning Sir,12,2,1,2,1,1,1,1,1,0,41401,2.0,4.0,True,False,False
3750,2,No Name No Name,2,1,1,2,1,1,1,2,1,70,41326,1.0,2.0,False,False,False
3751,2,Brumby,2,1,1,2,1,2,1,2,1,0,41326,2.0,2.0,False,False,False
3752,2,ChaoChao,3,1,1,1,1,1,1,2,1,0,41326,3.0,4.0,False,False,False
3753,1,Bruno,18,1,2,1,2,1,1,2,1,0,41401,1.0,1.0,False,False,False
3754,1,Ella,2,2,6,2,1,2,2,2,1,20,41327,1.0,2.0,True,False,False
3755,2,Pwinches Vivi,2,2,2,1,1,2,1,2,1,0,41326,5.0,2.0,False,False,False
3756,1,HAZEL,3,2,2,2,2,2,1,1,1,50,41326,6.0,3.0,False,True,False
3757,2,Twenitu,2,1,6,2,1,1,2,2,1,0,41335,3.0,1.0,False,False,False
3758,2,Siamese Kitten,2,2,5,2,1,2,2,2,1,0,41326,2.0,1.0,False,True,False
3759,1,BBear,1,2,1,2,2,2,2,2,1,0,41326,4.0,2.0,True,False,False
3760,2,Silver Tabby,2,2,6,2,1,2,2,2,1,50,41326,4.0,1.0,False,False,False
3761,1,Rooney,18,2,2,1,1,1,1,2,1,0,41401,1.0,2.0,False,False,False
3762,2,Neko-chan,2,1,6,2,1,1,2,2,1,100,41401,3.0,2.0,False,False,False
3763,2,Jellybean,2,1,1,1,1,1,1,2,2,0,41326,26.0,3.0,False,False,False
3764,1,Mr. Xiao Hei,3,1,1,2,1,2,1,2,1,0,41336,3.0,1.0,True,True,False
3765,1,Queen Queen (Fei Po),36,2,1,3,1,3,3,3,1,350,41326,1.0,4.0,False,True,False
3766,1,4 Puppies - Wire-Haired Terrier Mix,2,2,2,2,2,1,1,2,1,0,41326,2.0,2.0,False,False,False
3767,2,Layla,60,2,1,2,2,1,1,1,1,0,41401,1.0,3.0,False,False,False
3768,2,Maya,4,2,1,2,1,1,1,1,1,0,41326,3.0,1.0,False,False,False
3769,1,Bubbles,12,2,2,1,2,1,1,1,1,0,41401,4.0,1.0,False,False,False
3770,1,Yahoo,5,2,4,2,1,1,1,2,1,0,41327,11.0,4.0,True,False,False
3771,2,Beemo The Kitten,1,2,6,2,1,2,2,2,1,0,41326,5.0,1.0,False,False,False
3772,2,Felix #1,11,1,1,2,1,2,2,2,1,50,41326,2.0,4.0,False,False,False
3773,1,Cliptec(Shorty),1,2,2,2,1,2,1,2,1,0,41401,8.0,3.0,True,True,False
3774,1,Popcorn,4,2,5,2,1,1,1,2,1,0,41326,3.0,2.0,False,True,False
3775,1,Mr.Champ,12,1,5,2,2,1,1,3,1,500,41326,1.0,1.0,False,False,False
3776,1,Samson Boy,2,1,1,2,1,1,1,2,1,0,41326,4.0,4.0,True,False,False
3777,2,Jerry,10,1,5,3,2,2,2,3,1,0,41326,3.0,0.0,False,False,False
3778,2,Zalora,5,2,1,1,1,1,1,3,1,0,41336,2.0,3.0,False,False,False
3779,1,Bi Bi,2,2,1,2,1,1,1,2,1,0,41326,2.0,2.0,True,False,False
3780,2,Boboy,1,1,6,1,1,2,1,2,1,0,41401,0.0,1.0,False,False,False
3781,1,Oreo,2,1,2,2,2,3,3,2,1,0,41326,5.0,3.0,True,True,False
3782,2,Whitie,3,2,1,1,1,3,3,3,1,0,41326,7.0,2.0,False,False,False
3783,2,Pets + Strays : Blacky Lost Tail,3,2,1,2,1,3,3,3,1,0,41401,1.0,3.0,False,True,False
3784,1,Trixie,2,2,1,2,1,1,1,1,1,0,41326,1.0,2.0,True,False,False
3785,1,Snowy (american Cocker Spaniel),1,2,7,2,3,2,2,2,1,0,41401,4.0,4.0,False,True,False
3786,2,Lucy,6,2,1,1,1,1,1,1,1,30,41401,1.0,3.0,False,False,False
3787,1,MAPLE,4,2,5,2,1,1,1,2,1,0,41326,4.0,3.0,True,True,False
3788,1,Bella,12,2,2,2,3,1,1,2,1,0,41326,2.0,1.0,False,False,False
3789,1,Golden Retriever Mixed,4,2,2,2,3,1,1,1,1,0,41330,2.0,4.0,False,True,False
3790,1,LUCKY,4,2,2,2,1,2,1,2,1,0,41326,0.0,4.0,True,False,False
3791,2,Lucy,16,2,6,3,2,1,1,1,1,0,41401,2.0,4.0,False,True,True
3792,2,Eddie,2,1,2,1,1,2,1,2,1,100,41326,5.0,1.0,False,False,False
3793,1,Love Puppy 2,2,2,1,2,2,3,3,1,1,0,41401,5.0,4.0,True,False,False
3794,2,VALERIE,2,2,6,2,2,2,1,2,1,0,41401,19.0,3.0,False,True,False
3795,2,Golden,4,1,4,1,1,2,1,2,1,0,41330,4.0,3.0,False,False,False
3796,2,Be Be,2,2,1,2,2,2,2,2,1,0,41326,4.0,1.0,False,False,False
3797,2,Robin The Cat,4,1,6,2,2,2,2,2,1,0,41326,3.0,4.0,False,True,False
3798,2,Luna,9,2,2,2,2,1,1,1,1,0,41401,3.0,1.0,False,False,False
3799,2,Keiko,2,2,2,2,1,2,2,2,2,15,41326,1.0,2.0,False,True,False
3800,1,Marmalade,24,2,3,2,1,1,1,1,1,0,41326,7.0,4.0,True,True,False
3801,1,DJ,3,1,2,2,2,1,1,2,1,0,41326,2.0,0.0,True,True,False
3802,1,Bouncy,2,2,2,2,2,3,3,3,1,0,41326,4.0,3.0,True,True,False
3803,1,Gigi,24,2,3,3,2,1,1,2,1,400,41401,24.0,3.0,False,True,False
3804,1,C3C,2,2,2,2,2,2,1,2,1,0,41326,3.0,3.0,True,True,False
3805,1,Blacky,2,1,1,2,2,3,1,3,2,150,41401,4.0,1.0,False,False,False
3806,1,No Name No Name,9,1,1,1,2,1,2,2,1,10,41327,1.0,4.0,False,False,False
3807,1,Nikolai,36,1,1,2,2,1,1,1,1,200,41326,2.0,3.0,False,False,False
3808,1,ONYX,1,2,1,2,1,2,2,2,1,0,41326,1.0,2.0,True,True,False
3809,1,Joy-Joy,1,2,2,2,1,1,1,2,1,0,41326,7.0,3.0,False,False,False
3810,1,Puppy,6,2,2,2,1,1,1,2,2,0,41401,4.0,2.0,True,True,False
3811,2,Blackie,3,1,1,1,1,2,1,2,1,0,41401,1.0,1.0,False,True,False
3812,2,Vanila,1,1,5,2,3,2,1,2,1,100,41326,9.0,1.0,False,True,False
3813,2,No Name No Name,2,1,2,2,1,2,1,1,1,0,41326,4.0,1.0,False,False,False
3814,2,Tigger,2,1,1,2,1,2,2,2,1,0,41401,2.0,1.0,False,False,False
3815,1,Pepperee,12,2,1,1,1,2,2,2,1,0,41401,5.0,4.0,True,False,False
3816,1,Mimi,18,2,2,2,2,1,1,1,1,0,41330,7.0,4.0,True,False,False
3817,2,Jackie Boy,5,1,1,2,2,1,1,1,1,150,41401,20.0,4.0,False,True,True
3818,2,Kirk,24,1,1,2,1,3,1,1,1,0,41326,2.0,4.0,False,False,False
3819,1,Faith,8,2,1,2,2,1,1,2,1,0,41326,7.0,2.0,False,False,False
3820,1,Daisy,2,2,1,2,1,3,3,2,1,0,41326,4.0,2.0,False,True,False
3821,1,Ocha,12,1,2,2,1,3,3,1,1,0,41326,4.0,3.0,True,False,False
3822,2,No Name No Name,5,2,6,2,2,2,2,2,1,0,41401,2.0,1.0,False,False,False
3823,2,Hiren (Thanx Haziq),1,2,1,2,2,3,3,3,1,0,41326,4.0,0.0,False,False,False
3824,1,Rocky,2,1,2,1,2,3,3,3,1,0,41326,3.0,0.0,False,False,False
3825,2,Baby,7,2,7,2,2,1,1,2,1,100,41326,3.0,1.0,False,True,False
3826,2,Mama Kin (Urgent!),12,2,1,2,1,2,2,2,1,0,41401,12.0,2.0,False,False,False
3827,2,Garfu,8,1,1,1,1,1,1,1,1,0,41326,4.0,2.0,False,False,False
3828,1,No Name No Name,72,1,5,2,1,1,3,2,1,0,41327,1.0,3.0,True,True,False
3829,2,Nikko,6,1,2,1,1,2,1,2,1,0,41330,5.0,4.0,False,False,False
3830,2,K I T T Y,24,2,2,2,1,1,1,1,1,0,41401,6.0,1.0,False,False,False
3831,1,Julie,24,2,1,2,2,2,2,1,1,0,41326,3.0,4.0,False,False,False
3832,1,Snowflake,108,2,3,2,2,1,2,3,1,0,41326,1.0,4.0,False,False,False
3833,2,Pity,4,2,1,1,2,2,2,2,1,0,41342,1.0,4.0,False,False,False
3834,2,Suzy,18,2,1,2,1,2,2,2,2,0,41326,5.0,3.0,False,False,False
3835,1,Cute Puppy,4,1,1,2,1,3,3,2,1,0,41401,6.0,3.0,False,False,False
3836,1,Max,5,1,2,2,1,1,1,2,1,0,41336,5.0,4.0,True,False,False
3837,2,Kitty K.,24,2,1,2,2,1,1,1,1,0,41401,3.0,4.0,False,False,False
3838,1,No Names Yet,2,2,2,3,2,1,1,2,1,0,41326,6.0,1.0,False,False,False
3839,2,Optimus Prime,2,1,6,2,2,2,2,2,1,25,41326,5.0,2.0,False,True,False
3840,1,Samson,3,1,1,2,1,1,1,1,1,0,41326,6.0,4.0,True,False,False
3841,2,Henry,4,1,1,2,1,2,2,2,1,30,41326,2.0,1.0,False,False,False
3842,2,Cat 1,12,1,2,2,3,1,1,2,1,100,41326,2.0,4.0,False,False,False
3843,1,Buck,24,2,7,2,2,3,3,2,1,0,41336,1.0,3.0,False,True,False
3844,2,Kyra,27,2,1,2,1,1,1,1,1,0,41326,3.0,3.0,False,False,False
3845,2,Three Kittens Mixed Gender,2,1,2,2,2,2,2,2,1,0,41332,3.0,3.0,False,False,False
3846,2,Soufian,15,1,1,2,1,1,1,2,1,0,41401,3.0,4.0,False,False,False
3847,2,Oyen,2,2,3,1,1,2,1,2,1,0,41326,1.0,2.0,False,True,False
3848,1,Pearly,24,2,5,1,2,1,1,1,1,0,41326,3.0,1.0,False,True,False
3849,1,Brandon,24,1,4,3,1,1,1,2,1,100,41332,3.0,4.0,True,False,False
3850,1,Brownie,3,2,2,1,1,1,1,2,1,0,41326,4.0,1.0,True,True,False
3851,1,No Name No Name,1,2,1,2,1,2,3,3,1,0,41326,1.0,3.0,True,False,False
3852,1,Coco,2,2,1,2,1,2,2,2,1,0,41330,1.0,2.0,True,False,True
3853,2,Tucker,2,2,1,1,1,2,2,2,1,0,41326,2.0,1.0,False,False,False
3854,1,Queen KLG,7,2,1,2,1,2,2,1,1,0,41326,2.0,3.0,True,False,False
3855,1,Luckybrown2016,24,2,2,3,2,1,2,1,1,0,41336,3.0,4.0,False,True,False
3856,1,Ruffles,61,2,2,3,3,1,1,1,1,0,41326,2.0,3.0,False,False,False
3857,1,Little Brown,3,1,2,2,1,1,1,3,2,0,41326,9.0,4.0,True,False,True
3858,1,Mickey,5,2,1,1,1,1,1,2,1,200,41401,2.0,1.0,False,False,False
3859,2,Racoon@tompok,6,2,1,2,1,2,2,2,1,0,41326,3.0,3.0,False,False,False
3860,1,ç«ç«,6,2,3,1,1,1,1,2,1,0,41401,2.0,1.0,True,True,False
3861,2,Nonet,2,2,1,1,2,2,1,2,1,0,41326,3.0,1.0,False,False,False
3862,2,Meyer,6,1,6,2,2,1,3,1,1,0,41326,1.0,1.0,False,True,False
3863,2,Little Pinky,1,1,7,2,1,2,1,2,1,0,41401,15.0,2.0,False,True,False
3864,2,Mel Mel,1,2,1,1,1,2,2,2,1,0,41326,4.0,4.0,False,False,False
3865,2,No Name No Name,1,2,7,2,2,2,2,2,1,0,41401,5.0,1.0,False,True,False
3866,1,Lulu,1,2,2,2,1,2,3,2,1,0,41326,1.0,1.0,True,False,False
3867,2,Shaila's Long Hair Calico,2,2,1,2,3,2,1,2,1,50,41326,5.0,0.0,False,False,False
3868,1,Fiona,10,2,1,1,1,1,1,1,1,0,41326,2.0,3.0,True,False,False
3869,2,Meow~,24,2,1,1,3,3,2,3,1,0,41401,1.0,4.0,False,False,False
3870,2,Torey,3,1,1,1,1,2,1,1,1,0,41401,5.0,3.0,False,False,False
3871,1,Black Toy Poodle,12,1,1,1,1,1,1,2,1,300,41326,5.0,4.0,False,True,False
3872,1,"HotDog-Mary (Female,Toilet Trained)",2,2,1,2,1,1,1,2,1,0,41326,13.0,2.0,False,False,False
3873,2,Bell,4,1,7,2,1,2,2,2,1,0,41326,1.0,1.0,False,True,False
3874,2,Estelle,10,2,2,1,2,1,1,1,1,120,41326,3.0,2.0,False,False,False
3875,1,No Name No Name,36,1,5,1,2,3,3,3,2,0,41326,3.0,2.0,True,False,False
3876,2,Hannah,1,2,2,1,2,2,2,2,1,0,41326,3.0,1.0,False,False,False
3877,2,No Name No Name,2,1,2,2,2,2,2,2,1,0,41326,3.0,1.0,False,False,False
3878,1,Polo,120,1,1,2,1,1,1,1,1,0,41401,1.0,4.0,False,False,False
3879,1,Honey,12,2,2,2,2,2,2,2,1,0,41326,1.0,4.0,False,False,False
3880,2,Kiki,24,2,1,2,2,1,1,1,1,250,41327,2.0,4.0,False,False,False
3881,1,Toby,2,1,1,2,1,1,1,2,1,200,41326,8.0,3.0,False,False,False
3882,1,Daisy,17,2,5,3,1,1,1,1,1,0,41327,2.0,3.0,True,True,False
3883,1,Puppies For Adoption,2,1,2,2,1,2,2,2,1,0,41327,1.0,3.0,True,False,False
3884,2,Aslan,3,1,1,2,1,1,1,1,1,0,41326,21.0,4.0,False,False,False
3885,1,Fancy,1,2,5,2,2,2,2,2,1,0,41326,2.0,1.0,True,True,False
3886,2,A Stray Cat,12,1,1,2,2,3,3,2,2,0,41401,3.0,4.0,False,True,False
3887,1,PP,36,1,2,2,2,2,2,2,2,1,41326,2.0,4.0,True,True,False
3888,1,Marco,48,1,2,2,1,1,1,1,1,0,41326,4.0,4.0,True,False,False
3889,1,Kiko,2,2,2,2,1,2,2,2,1,0,41326,2.0,1.0,False,False,False
3890,1,Shar Pei,4,2,2,1,1,3,3,3,1,0,41326,5.0,2.0,False,True,False
3891,1,Casey,1,1,1,2,1,3,3,2,1,0,41326,2.0,3.0,True,False,False
3892,1,Simba,2,2,2,1,1,1,1,2,1,0,41326,0.0,2.0,False,True,False
3893,1,Venus,3,2,2,2,2,1,1,2,1,0,41326,7.0,2.0,True,True,False
3894,1,Pekengese Without Mka,3,1,2,1,2,1,1,2,1,0,41345,2.0,2.0,False,False,False
3895,1,Lab Mix Puppy 2,2,2,2,2,2,1,1,2,1,0,41326,0.0,0.0,False,True,False
3896,1,Trish,2,2,2,2,1,2,1,2,1,0,41326,3.0,2.0,True,False,False
3897,1,Dolly,12,2,1,1,3,1,1,2,1,650,41326,2.0,4.0,False,False,False
3898,1,Alpha,2,2,5,2,2,2,2,2,1,150,41326,3.0,3.0,True,True,True
3899,2,Maroo,2,2,1,1,1,2,2,2,1,0,41401,3.0,0.0,False,False,False
3900,1,Kiki,12,2,2,2,1,3,3,3,1,0,41326,3.0,4.0,True,True,False
3901,2,No Name No Name,3,1,1,1,2,2,2,2,1,0,41326,2.0,2.0,False,False,False
3902,2,No Name No Name,1,1,1,1,2,2,2,2,1,0,41326,4.0,1.0,False,False,False
3903,1,Kayla,10,2,1,2,2,1,1,1,1,0,41325,3.0,3.0,False,False,False
3904,2,Fuzzy,6,2,1,1,2,2,2,2,1,0,41401,3.0,1.0,False,False,False
3905,2,Flower,2,2,1,2,1,2,1,2,1,0,41326,5.0,1.0,False,False,False
3906,1,Rocky OR Can Change Name,4,1,1,2,1,1,1,2,1,0,41332,3.0,4.0,True,False,False
3907,2,Putih,2,2,1,1,1,2,3,2,1,0,41326,1.0,1.0,False,False,False
3908,2,Female Kitten - 4-5 Weeks Old,1,2,1,2,1,2,1,2,1,0,41401,2.0,0.0,False,False,False
3909,1,Billie,84,1,1,1,2,1,1,1,1,0,41326,5.0,4.0,False,True,False
3910,2,Pumpkin,3,2,1,2,2,2,1,2,1,80,41401,5.0,1.0,False,False,False
3911,1,FRIDAY,7,1,2,2,1,1,1,1,1,0,41326,3.0,3.0,False,False,False
3912,2,Snowy [URGENT],1,1,7,1,1,2,2,2,1,0,41326,4.0,1.0,False,True,False
3913,2,Fury,3,1,2,1,1,2,2,2,1,0,41326,1.0,2.0,False,False,False
3914,2,Lucky,6,1,2,2,2,1,1,1,1,0,41326,1.0,0.0,False,False,False
3915,1,Batty,0,2,2,2,1,2,2,1,1,0,41326,5.0,3.0,True,True,False
3916,1,No Name No Name,1,2,1,2,2,2,2,2,1,0,41401,14.0,2.0,True,False,False
3917,1,Louisa Girl,5,2,2,2,1,1,1,1,1,0,41326,2.0,4.0,True,False,False
3918,1,KL Boy,3,1,5,2,1,1,1,2,1,0,41330,3.0,3.0,True,True,False
3919,1,Pinky,3,2,7,2,2,1,1,2,1,0,41330,5.0,3.0,False,True,False
3920,2,Yoghurt,17,1,1,2,1,1,1,1,1,0,41326,7.0,2.0,False,False,False
3921,1,"Adopt, Don't Buy: EAR",12,2,2,2,1,1,1,1,1,100,41326,1.0,3.0,False,True,False
3922,1,Zone A2 P18,6,1,2,1,1,1,1,2,1,0,41326,3.0,4.0,True,False,False
3923,1,Barnie,2,1,1,2,2,1,1,2,1,100,41401,1.0,2.0,False,True,False
3924,1,BUBU,72,1,1,2,2,1,3,3,1,0,41326,0.0,4.0,True,True,False
3925,1,Friendly Boy - Still Available,24,1,2,2,2,1,1,1,1,0,41330,5.0,4.0,True,True,False
3926,2,Buster Kitten,2,1,3,2,1,1,1,2,2,0,41326,5.0,1.0,False,True,False
3927,2,Miu Miu,4,2,3,1,1,1,1,1,1,5,41326,1.0,3.0,False,False,False
3928,1,Puppy Lucky Kid,2,1,1,1,2,1,1,2,1,0,41326,5.0,4.0,True,False,False
3929,2,Sweet,1,2,1,1,1,2,2,2,1,0,41361,1.0,1.0,False,False,False
3930,1,Hershey,8,2,5,2,2,1,1,1,1,0,41326,5.0,3.0,False,True,False
3931,1,Miss Poppy,3,2,1,2,1,1,1,1,1,0,41330,3.0,2.0,False,True,False
3932,2,No Name No Name,3,1,3,1,2,2,1,2,1,0,41326,5.0,1.0,False,False,False
3933,2,Camila  The Cheras,4,2,1,2,1,2,1,2,1,30,41326,1.0,3.0,False,False,False
3934,1,Poodle,18,2,2,1,3,3,1,3,1,0,41326,1.0,2.0,False,True,False
3935,1,Prince,1,1,2,2,1,2,2,2,1,0,41401,1.0,1.0,True,True,False
3936,1,Puppy,2,2,3,2,1,3,3,2,1,0,41326,2.0,1.0,False,False,False
3937,2,NaRnIa,1,1,1,1,2,2,2,2,1,30,41336,4.0,2.0,False,False,False
3938,1,Grizzly Bear,2,1,1,2,2,1,1,2,1,0,41326,1.0,1.0,True,False,False
3939,2,Tipsy,8,1,5,3,2,2,1,2,1,0,41326,1.0,4.0,False,False,False
3940,2,Lily,3,2,1,2,3,2,2,2,1,100,41326,2.0,1.0,False,False,False
3941,1,Lucy,11,2,7,2,3,3,3,3,1,0,41326,1.0,2.0,True,True,False
3942,2,Ms Koshka,6,2,2,2,1,2,2,1,1,0,41336,3.0,2.0,False,False,False
3943,2,Bruno,2,1,2,1,1,2,2,2,1,0,41401,4.0,1.0,False,False,False
3944,2,Little Kitten,2,1,1,1,1,2,2,2,1,0,41401,1.0,2.0,False,False,False
3945,2,OJ,12,1,4,2,1,2,1,1,1,0,41326,4.0,1.0,False,True,False
3946,1,Happy-FIFI,255,1,2,2,2,3,3,3,1,0,41330,3.0,4.0,True,False,False
3947,1,Pandora,1,2,1,2,1,2,2,2,1,0,41326,2.0,2.0,False,False,False
3948,1,Calm,4,2,2,2,1,1,1,2,1,0,41326,3.0,3.0,True,False,False
3949,1,Jasmine,4,2,2,2,2,1,1,2,1,0,41326,1.0,3.0,True,True,False
3950,1,Lil Jack Black,3,1,1,2,1,1,1,2,1,0,41326,3.0,2.0,True,True,False
3951,2,Jojo Boy,2,1,6,2,2,2,1,2,1,50,41326,11.0,2.0,False,False,False
